profit
-720.38245081520688
-689.51380984298203
-835.85164741262315
-799.92025526368252
-856.96608456575029
-655.19331016247838
-1277.313830937032
-681.83030524283492
-850.31709496829762
-1033.7687345399847
-801.53094804113584
-950.27058473366174
-781.96734928348906
-945.99254786459619
-792.76446258931674
-850.31100833897722
-595.55294958526338
-759.447253107199
-851.26406055306757
-711.90222264282352
-960.94029428225656
-576.41925944656703
-874.37729817226978
-1070.7596612424877
-873.02650751442116
-955.55497100022831
-742.7256521652464
-828.85284274819173
-590.58267798660017
-796.67208252939338
-848.01353971185642
-1041.1269022403171
-1124.5783526095797
-810.59770604924609
-975.44184710740387
-571.2337910373127
-978.25207734776495
-1082.3641352012819
-856.38715495013651
-792.9451855908128
-759.6352996157085
-718.10804919853376
-874.97871345259034
-847.48972924785937
-919.40548469494934
-738.08336803171471
-893.92526235427761
-688.73271051880852
-854.47211544733295
-795.73831510142918
-917.50508995709788
-766.48110098704319
-1056.2719503894871
-584.67913172345538
-843.26933484049596
-684.33342531523886
-1138.2732159590228
-879.24474391128467
-879.88814698603335
-820.57683305280113
-701.4306248757249
-944.25344894283546
-768.1778625711313
-1033.0518882796393
-662.23870021665675
-695.44845803465319
-791.64746115513935
-1096.5468681127618
-893.73678868523689
-775.33830731321257
-1024.5222816225676
-902.4655477355609
-868.2943908623655
-698.80978878653286
-1227.0402828428814
-661.92957654675615
-1135.3478636818209
-806.53108487990153
-827.46365801883985
-789.33598088613167
-903.68488520169785
-1034.8743091628764
-1006.8752223119718
-710.86095704439299
-782.2039304396925
-943.15264854358929
-648.50999417776188
-823.9374714021634
-793.61777809057298
-914.20564139242458
-883.01827493748351
-1126.9173756009234
-897.55622300440427
-733.16093718210334
-729.97145060666071
-860.73318779839803
-870.58849254535994
-957.77256823913683
-959.20723237510094
-867.09500579265546
