iden,year,name,profit,cumprofit,income,yield,cost,Ncost,disease,diseaseImpact,weedpenalty,newN,newseedbank
0.95,9,wheat,75.809813650955874,-485.08548325079414,610.49570948535256,1.7442734556724357,350.0,140.21029155202774,0.1,0.041855688381219558,0.17251340831875428,0.0,3879.41024263627
0.3,0,wheat,-75.562960513868603,-75.562960513868603,514.3370394861314,1.4695343985318041,350.0,239.9,0.38706169656700778,0.058121806653385025,0.10256410256410253,0.0,109.72542556213018
0.9,1,wheat,22.113964529411508,-53.448995984457099,613.27785739938054,1.7522224497125158,350.0,240.0,0.43875244039009881,0.10832879993627434,0.10677304614929384,0.0,379.8116062866406
0.8,2,sprayed pasture,-207.57499999999999,-261.02399598445709,0.0,2.3155698893618397,230.0,0.0,0.37140330278784878,0.0,0.22814337021272002,57.889247234045996,208.14677474718724
0.35,3,wheat,69.938383978602175,-191.0856120058549,555.79419423708623,1.5879834121059606,350.0,124.22150553190801,0.1,0.03727891508866453,0.11362347835189568,0.0,471.9660781182319
0.05,4,wheat,-310.81197522330302,-501.89758722915792,208.40443185880639,0.59544123388230397,350.0,240.0,0.31507194427846091,0.088964976143813504,0.13147824220108562,0.0,642.0121270158103
0.55,5,sprayed pasture,-177.96961562499996,-679.86720285415788,0.0,2.2606678850534858,230.0,0.0,0.32419652408095867,0.0,0.24644403831550465,56.516697126337142,309.1333170355898
0.75,6,wheat,134.47944046365572,-545.38776239050219,659.9089591846855,1.8854541690991016,350.0,126.96660574732572,0.1,0.025505870677788475,0.12054408894812074,0.0,923.9304102346924
0.7,7,wheat,5.8414273429422447,-539.54633504755998,598.3647649575887,1.7096136141645393,350.0,240.0,0.27746898128962105,0.074388176355437916,0.16045033404205344,0.0,2552.389838835831
0.1,8,sprayed pasture,-152.58669919648432,-692.13303424404432,0.0,0.9395042997021702,230.0,0.0,0.43027411962703421,0.0,0.35744490512492755,23.487607492554254,873.9008765557919
0.15,9,wheat,-112.11549845390329,-804.24853269794767,365.13410122529024,1.0432402892151149,350.0,193.02478501489151,0.1,0.038750363004085374,0.15733880083855378,0.0,1513.0643830228066
0.6,0,wheat,34.949446145315932,34.949446145315932,624.84944614531594,1.7852841318437598,350.0,239.9,0.34659912916686259,0.095765179975238715,0.10256410256410253,0.0,137.3377669822485
0.85,1,wheat,21.081273097992497,56.030719243308425,612.19081378736053,1.7491166108210301,350.0,240.0,0.49054390907463752,0.10797934141309803,0.10870561430927361,0.0,450.68202513038415
0.5,2,sprayed pasture,-207.57499999999999,-151.54428075669156,0.0,2.3004691124773271,230.0,0.0,0.46688364347819822,0.0,0.2331769625075577,57.511727811933177,214.55001442941833
0.7,3,wheat,152.10435686327071,0.56007610657914597,652.38357964456429,1.8639530846987551,350.0,124.97654437613365,0.1,0.043663582196217486,0.11406552509889512,0.0,623.0776617082893
0.25,4,wheat,-104.53547922174157,-103.97540311516242,461.65785502352918,1.3190224429243691,350.0,240.0,0.23055367686817399,0.043716423575735151,0.1413848642450336,0.0,1250.0614095090336
0.1,5,sprayed pasture,-177.96961562499996,-281.94501874016237,0.0,1.0443788755890859,230.0,0.0,0.40447622269209194,0.0,0.28571804546035495,26.10947188972715,447.8713449953998
0.65,6,wheat,80.988063785285078,-200.95695495487729,647.95512400467851,1.8513003542990814,350.0,187.78105622054571,0.1,0.032894651240907638,0.12987746151463397,0.0,1236.1705993104424
0.95,7,wheat,-0.52273433816169934,-201.479689293039,589.25145865603099,1.6835755961600885,350.0,240.0,0.2368293533880699,0.067479378413156141,0.17936223939370044,0.0,4242.928049432434
0.55,8,sprayed pasture,-152.58669919648432,-354.06638848952332,0.0,1.7053677461181866,230.0,0.0,0.27560868816584733,0.0,0.4315440846272711,42.634193652954664,1749.6090864115877
0.15,9,wheat,-102.05611370837384,-456.12250219789718,342.80188751915108,0.97943396434043173,350.0,154.73161269409067,0.1,0.038997244689792827,0.2086741328671774,0.0,2866.031499673492
0.3,0,wheat,-75.360563971800872,-75.360563971800872,514.53943602819913,1.4701126743662833,350.0,239.9,0.38847710549262698,0.057751168580006548,0.10256410256410253,0.0,109.72542556213018
0.25,1,wheat,-115.21386169979695,-190.57442567159782,468.722250842319,1.3392064309780543,350.0,240.0,0.41359278523850096,0.066705388378143257,0.10677304614929384,0.0,228.12814799095693
0.05,2,sprayed pasture,-207.57499999999999,-398.14942567159778,0.0,0.80334697604737704,230.0,0.0,0.53164542570236839,0.0,0.21714476620455503,20.083674401184425,78.19279313661916
0.1,3,wheat,-193.20189203594674,-591.35131770754447,324.4914737245922,0.92711849635597776,350.0,199.83265119763115,0.1,0.034378553583104522,0.10455582425342913,0.0,129.30375671533605
0.45,4,wheat,12.010318756124173,-579.34099895142026,604.74552068338846,1.7278443448096812,350.0,240.0,0.25015982176988516,0.072776069299843815,0.10814418278136984,0.0,318.53657394243817
0.8,5,sprayed pasture,-177.96961562499996,-757.31061457642022,0.0,2.3287868370698424,230.0,0.0,0.27647282208284119,0.0,0.22373772097671918,58.219670926746062,175.19920970675213
0.55,6,wheat,141.61908291467046,-615.69153166174976,666.21559655735223,1.9034731330210064,350.0,123.56065814650788,0.1,0.026380208072187203,0.11134195541472369,0.0,461.13619555956046
0.85,7,wheat,20.276482553275383,-595.41504910847436,619.03537111177479,1.768672488890785,350.0,240.0,0.30702451868620101,0.075121315685749784,0.1307594671175889,0.0,1478.0846189762694
0.2,8,sprayed pasture,-152.58669919648432,-748.00174830495871,0.0,1.3942105452021321,230.0,0.0,0.35161927566703116,0.0,0.29941088020968243,34.855263630053301,574.2831285216346
0.6,9,wheat,71.081063433667055,-676.92068487129166,633.07190829144167,1.8087768808326905,350.0,170.2894727398934,0.1,0.045971701640962245,0.1382107733244723,0.0,1519.321578769001
0.4,0,wheat,-7.215360757693162,-7.215360757693162,582.68463924230684,1.6648132549780197,350.0,239.9,0.29285927530032907,0.061696285940533099,0.10256410256410253,0.0,119.34862355029586
0.65,1,wheat,44.608684322591081,37.393323564897919,636.95650981325377,1.8198757423235821,350.0,240.0,0.37060818125335893,0.073201561969466047,0.10744751764086824,0.0,337.290679393419
0.15,2,sprayed pasture,-207.57499999999999,-170.18167643510208,0.0,1.3609563092940899,230.0,0.0,0.39360223148583162,0.0,0.22509146492138477,34.023907732352249,132.2947932792728
0.6,3,wheat,114.76334855451881,-55.418327880583263,655.80650563693575,1.873732873248388,350.0,171.95218453529549,0.1,0.044804690194290966,0.10835328458565419,0.0,361.20800941843584
0.2,4,wheat,-141.31626500953536,-196.73459289011862,416.50069903142503,1.190001997232643,350.0,240.0,0.21731219933524554,0.069080261099394052,0.12407070703394596,0.0,695.998537186792
0.45,5,sprayed pasture,-177.96961562499996,-374.70420851511858,0.0,2.136605943708866,230.0,0.0,0.35106581450588931,0.0,0.2501048865897946,53.41514859272165,320.00975368520193
0.35,6,wheat,49.447621185989227,-325.25658732912933,550.43696805937827,1.5726770515982236,350.0,133.1697028145567,0.1,0.03824756999934012,0.1212830104850442,0.0,719.8945304616836
0.55,7,wheat,29.60989080670997,-295.64669652241935,632.40055768514321,1.8068587362432662,350.0,240.0,0.19037335218637955,0.036469959376236885,0.14761409511068901,0.0,1823.3479043332857
0.85,8,sprayed pasture,-152.58669919648432,-448.23339571890369,0.0,2.0424812286769702,230.0,0.0,0.39185115352891448,0.0,0.31917292377434325,51.062030716924255,950.5221920770554
0.5,9,wheat,86.713234406475607,-361.52016131242806,625.4615246349515,1.7870329275284329,350.0,137.87593856615149,0.1,0.030573220154458805,0.16209484695633458,0.0,2290.6251667417205
0.2,0,wheat,-170.69062766699361,-170.69062766699361,419.2093723330064,1.1977410638085897,350.0,239.9,0.29622255076142429,0.085480224469173957,0.10256410256410253,0.0,98.46315147928995
0.6,1,wheat,26.632403478720136,-144.05822418827347,618.03410892496856,1.7658117397856243,350.0,240.0,0.39652994109247741,0.10220816768783526,0.1059823992434411,0.0,269.4990465560652
0.35,2,sprayed pasture,-207.57499999999999,-351.63322418827346,0.0,1.9788945719636004,230.0,0.0,0.4323044507591321,0.0,0.22017554687347551,49.47236429909001,120.81230255813557
0.75,3,wheat,153.1524821023412,-198.48074208593226,669.68478836037514,1.9133851096010719,350.0,141.05527140181999,0.1,0.025468632588016502,0.10755001486119542,0.0,366.0589917836043
0.45,4,wheat,2.6240330518942767,-195.85670903403798,593.2216242071737,1.6949189263062105,350.0,240.0,0.24701638288941138,0.073561181349991123,0.12439778718622596,0.0,886.6770106530512
0.25,5,sprayed pasture,-177.96961562499996,-373.82632465903794,0.0,1.6150179116139822,230.0,0.0,0.34200784153013786,0.0,0.26275502442217546,40.375447790349554,365.0481703882914
0.1,6,wheat,-141.07299397012147,-514.89931862915944,317.33705128785294,0.9066772893938656,350.0,159.24910441930089,0.1,0.03434439155606743,0.12432965214631808,0.0,591.9447859107408
0.7,7,wheat,14.381584647601066,-500.51773398155837,610.59403776376621,1.7445543936107606,350.0,240.0,0.27306890789551175,0.07861422192322029,0.13936237275306262,0.0,1673.3692689407317
0.15,8,sprayed pasture,-152.58669919648432,-653.10443317804265,0.0,1.2105560461483202,230.0,0.0,0.3416624570183403,0.0,0.3107271659309033,30.263901153708005,620.7942275843179
0.3,9,wheat,-12.669450690701938,-665.77388386874463,509.36991676186813,1.4553426193196233,350.0,179.47219769258399,0.1,0.025211786243383397,0.1412368481225834,0.0,1308.9819866064877
0.75,0,wheat,72.132533114690403,72.132533114690403,662.03253311469041,1.8915215231848297,350.0,239.9,0.25377265074229521,0.041956631114177259,0.10256410256410253,0.0,152.28957692307694
0.05,1,wheat,-363.47328679186893,-291.34075367717855,207.39654021908527,0.59256154348310075,350.0,240.0,0.44414596740637241,0.1155003506062926,0.10974859483937316,0.0,211.5793283111045
0.15,2,sprayed pasture,-207.57499999999999,-498.91575367717854,0.0,1.3770537590977738,230.0,0.0,0.43757387523329538,0.0,0.2159258134153902,34.426343977444347,83.46836558498612
0.55,3,wheat,128.79714463998127,-370.1186090371973,671.36996215735076,1.9181998918781449,350.0,171.14731204511131,0.1,0.025878815392529644,0.10492754336911825,0.0,221.15967309521326
0.6,4,wheat,32.665184864951534,-337.45342417224578,630.10427773261597,1.8002979363789029,350.0,240.0,0.25682257448257267,0.075847562442869415,0.11452135973184152,0.0,599.9670210187318
0.35,5,sprayed pasture,-177.96961562499996,-515.42303979724579,0.0,1.9195333097657852,230.0,0.0,0.3496413593445396,0.0,0.24356808353821457,47.988332744144628,264.4875839062439
0.95,6,wheat,116.2597680665169,-399.16327173072887,652.18011674429522,1.8633717621265578,350.0,144.02333451171074,0.1,0.040243468845883763,0.11749788919438708,0.0,972.2527428455963
0.25,7,wheat,-97.056949133138161,-496.22022086386704,451.01709062935606,1.2886202589410174,350.0,240.0,0.2256932202899207,0.041134326185627443,0.16343395131894334,0.0,1905.5029310057691
0.85,8,sprayed pasture,-152.58669919648432,-648.80692006035133,0.0,2.0288634888390362,230.0,0.0,0.41096121077920916,0.0,0.32371217038698796,50.721587220975906,989.2680773081076
0.3,9,wheat,4.2763743281320377,-644.53054573221925,495.34203513087527,1.4152629575167865,350.0,138.55682555804819,0.1,0.025687093739200268,0.16447950522147126,0.0,2034.8299397963715
0.15,0,wheat,-214.42373689451929,-214.42373689451929,375.47626310548071,1.0727893231585164,350.0,239.9,0.2970681487883291,0.071854976905778772,0.10256410256410253,0.0,91.54674355029586
0.05,1,wheat,-363.65974015316419,-578.08347704768346,207.20027352298507,0.59200078149424307,350.0,240.0,0.46809503459950341,0.12053828829582255,0.10549615163650572,0.0,127.70802402027407
0.5,2,sprayed pasture,-207.57499999999999,-785.65847704768339,0.0,2.3709324387040831,230.0,0.0,0.4483319909897302,0.0,0.20968918709863893,59.273310967602079,61.87605642395097
0.6,3,wheat,160.7114997043528,-624.94697734333056,658.89936109946893,1.8825696031413399,350.0,121.45337806479584,0.1,0.045597313780403569,0.10340418323545353,0.0,169.810876359602
0.9,4,wheat,35.680774305095589,-589.26620303823495,633.80663046489281,1.8108760870425509,350.0,240.0,0.24451199005347585,0.07413318464609199,0.11096771105721637,0.0,585.1949297583983
0.95,5,sprayed pasture,-177.96961562499996,-767.23581866323491,0.0,2.2723427104485188,230.0,0.0,0.34576483763261634,0.0,0.24255242985049374,56.80856776121297,355.3521812744777
0.55,6,wheat,133.14126120873428,-634.09455745450066,657.50479345917813,1.8785851241690803,350.0,126.38286447757406,0.1,0.025586552878405427,0.12367554892619681,0.0,923.3163219213935
0.65,7,wheat,16.559401270398794,-617.53515618410188,613.71261188973608,1.753464605399246,350.0,240.0,0.2307437712319374,0.050689585085232365,0.16041228077948944,0.0,2465.49602675757
0.75,8,sprayed pasture,-152.58669919648432,-770.12185538058623,0.0,1.9406679293657245,230.0,0.0,0.26554001133193844,0.0,0.35311069021142516,48.516698234143114,1183.4448337027686
0.8,9,wheat,74.694724770320533,-695.42713061026575,611.4827395531006,1.7470935415802875,350.0,142.96660353171376,0.1,0.035978230240567774,0.17622873994929344,0.0,3456.9977163005124
0.1,0,wheat,-279.34820368603107,-279.34820368603107,310.55179631396896,0.88729084661133995,350.0,239.9,0.38945232273821795,0.07791122038789948,0.10256410256410253,0.0,82.84432307692308
0.3,1,wheat,-81.504030789071976,-360.85223447510305,504.20628337992423,1.4405893810854977,350.0,240.0,0.50377276010635563,0.074281138108413233,0.10488358915890494,0.0,181.3755138886877
0.2,2,sprayed pasture,-207.57499999999999,-568.42723447510298,0.0,1.5647972892037485,230.0,0.0,0.4460165378296379,0.0,0.21369124680190188,39.11993223009371,74.65407876317101
0.65,3,wheat,133.43350138437111,-434.99373309073189,667.39040395721588,1.9068297255920454,350.0,161.76013553981258,0.1,0.032324559355769333,0.10430631185287997,0.0,211.66956529712726
0.05,4,wheat,-308.35839682707115,-743.35212991780304,211.41678246536327,0.60404794990103794,350.0,240.0,0.32120195878626245,0.094164699066413948,0.11386672827106425,0.0,292.912762452277
0.9,5,sprayed pasture,-177.96961562499996,-921.321745542803,0.0,2.3343587080577546,230.0,0.0,0.39633066091193847,0.0,0.22188043064741514,58.358967701443866,172.18018011574077
0.4,6,wheat,89.108619782057943,-832.21312576074502,594.50312677791635,1.6985803622226181,350.0,123.28206459711227,0.1,0.033436644961442663,0.11113230884453162,0.0,407.3942336372296
0.15,7,wheat,-153.47205517132019,-985.68518093206524,370.2321943424929,1.0578062695499797,350.0,240.0,0.22114187240421518,0.059012671023068154,0.12717496140190554,0.0,727.6911986884021
0.75,8,sprayed pasture,-152.58669919648432,-1138.2718801285496,0.0,2.2432876171105871,230.0,0.0,0.26876268844393736,0.0,0.2522374609631376,56.082190427764679,381.0665543333158
0.55,9,wheat,112.52586854415888,-1025.7460115843908,656.37742625751127,1.8753640750214606,350.0,127.83561914447064,0.1,0.025330270795809962,0.12540813531281547,0.0,988.3234102518898
0.35,0,wheat,-50.368304251902515,-50.368304251902515,539.53169574809749,1.5415191307088498,350.0,239.9,0.33172173236865976,0.076964833394268503,0.10256410256410253,0.0,114.66317869822485
0.3,1,wheat,-79.777012322254862,-130.14531657415739,506.0241975555212,1.4457834215872034,350.0,240.0,0.46744008865145881,0.068617220071035087,0.10711925107879261,0.0,250.46851736841808
0.15,2,sprayed pasture,-207.57499999999999,-337.72031657415738,0.0,1.372033432360021,230.0,0.0,0.43567493401096924,0.0,0.21878431372976548,34.300835809000525,98.63260375781918
0.55,3,wheat,128.10218226076026,-209.61813431339712,670.81040858116535,1.9166011673747581,350.0,171.39832838199897,0.1,0.025529306628980231,0.10599430569533363,0.0,261.05122421311665
0.4,4,wheat,-8.8971200497865528,-218.51525436318369,579.07667062126711,1.6545047732036202,350.0,240.0,0.21929719947922863,0.051979300078628637,0.11726254986274032,0.0,613.7715375303497
0.2,5,sprayed pasture,-177.96961562499996,-396.48486998818362,0.0,1.5034568317231467,230.0,0.0,0.30286359567399168,0.0,0.24451475280804802,37.586420793078666,247.53699923143256
0.05,6,wheat,-215.45947019629673,-611.94434018448032,221.72166650982248,0.63349047574234996,350.0,164.82715841384265,0.1,0.047358046934874387,0.1163358084984214,0.0,341.73035472204407
0.45,7,wheat,2.157809388599317,-609.78653079588105,593.0899243111736,1.6945426408890674,350.0,240.0,0.24968475511329791,0.075501434932104081,0.12275495141629056,0.0,829.1724090140841
0.95,8,sprayed pasture,-152.58669919648432,-762.3732299923654,0.0,2.223044437303284,230.0,0.0,0.34937273100287808,0.0,0.258985187565572,55.576110932582104,496.1786848214118
0.8,9,wheat,103.7877898411665,-658.5854401511989,643.52510783914624,1.8386431652547035,350.0,128.84777813483578,0.1,0.03595742222047614,0.13308093173377722,0.0,1520.1226589804717
0.65,0,wheat,56.874521015699173,56.874521015699173,646.77452101569918,1.8479272029019977,350.0,239.9,0.31454995579783213,0.064036871257429948,0.10256410256410253,0.0,142.02321183431954
0.4,1,wheat,-16.870068784104113,40.00445223159506,572.24203285883777,1.6349772367395365,350.0,240.0,0.35612226072759878,0.071821934928801567,0.10903271567204409,0.0,336.7667222181358
0.55,2,sprayed pasture,-207.57499999999999,-167.57054776840494,0.0,2.3248388766550638,230.0,0.0,0.34311524583082642,0.0,0.22505370778164546,58.120971916376597,164.8465666159864
0.15,3,wheat,-75.661876416511973,-243.23242418491691,385.50976759280508,1.1014564788365859,350.0,123.75805616724681,0.1,0.038418485227201482,0.11062263798449423,0.0,299.4091496356528
0.5,4,wheat,45.438568346155314,-197.7938558387616,645.78664171840956,1.8451046906240272,350.0,240.0,0.22995540801366254,0.047077404773753051,0.1198823970749433,0.0,754.8671391257953
0.75,5,sprayed pasture,-177.96961562499996,-375.76347146376156,0.0,2.2378305821388151,230.0,0.0,0.26908859400148982,0.0,0.254056472620395,55.945764553470376,394.7033039432034
0.05,6,wheat,-190.31393024481619,-566.07740170857778,219.21032132565631,0.62631520378758943,350.0,128.10847089305923,0.1,0.047380413669835308,0.12632417694534415,0.0,539.6298585175067
0.1,7,wheat,-200.68730510840089,-766.76470681697867,302.62124158200595,0.86463211880573121,350.0,240.0,0.29619248204401155,0.066748309521531796,0.13594228457244606,0.0,864.8651676543063
0.7,8,sprayed pasture,-152.58669919648432,-919.35140601346302,0.0,2.2160111203998327,230.0,0.0,0.42795584111184926,0.0,0.2613296265333891,55.400278009995816,439.1405816223024
0.35,9,wheat,41.877944524692623,-877.47346148877045,545.64606634652739,1.5589887609900783,350.0,129.19944398000837,0.1,0.037844669879943442,0.1292959587405591,0.0,979.6838561863337
0.65,0,wheat,57.087947207242763,57.087947207242763,646.98794720724277,1.8485369920206935,350.0,239.9,0.30620976134407618,0.06372801702848005,0.10256410256410253,0.0,142.02321183431954
0.6,1,wheat,21.367750377765876,78.455697585008636,612.49236881870092,1.7499781966248598,350.0,240.0,0.42022189438131791,0.10721229744201624,0.10903271567204409,0.0,387.4959358407316
0.3,2,sprayed pasture,-207.57499999999999,-129.11930241499135,0.0,1.828554012174445,230.0,0.0,0.51678709886153607,0.0,0.2286923438750026,45.713850304361124,168.16841186051968
0.4,3,wheat,81.939616727878345,-47.179685687113007,594.14263527450078,1.6975503864985737,350.0,148.57229939127774,0.1,0.034325566997573949,0.11085357170360843,0.0,398.0162485658358
0.55,4,wheat,47.053895128864184,-0.12579055824882346,647.76983924784395,1.8507709692795542,350.0,240.0,0.18534869994313413,0.036858325462474445,0.12654643264745402,0.0,1031.043725605192
0.1,5,sprayed pasture,-177.96961562499996,-178.09540618324877,0.0,1.0643599403270652,230.0,0.0,0.3706793869613022,0.0,0.2720523975729666,26.608998508176629,372.5240151539727
0.8,6,wheat,82.766761784255849,-95.328644398992921,649.3757655320062,1.8553593300914464,350.0,186.78200298364675,0.1,0.036360541474383189,0.12483331542701914,0.0,1151.4358806745786
0.5,7,wheat,10.810123354772788,-84.518521044220137,605.4798024038538,1.7299422925824395,350.0,240.0,0.23246144187492565,0.047654782376457233,0.1743147430492733,0.0,2737.6901589843465
0.45,8,sprayed pasture,-152.58669919648432,-237.10522024070445,0.0,1.8049827019060609,230.0,0.0,0.35329237761838983,0.0,0.36649632940750687,45.124567547651523,1148.361844985565
0.05,9,wheat,-184.46117719645366,-421.56639743715812,207.07121403908965,0.59163204011168469,350.0,149.75086490469695,0.1,0.048043491993033309,0.17413046081111505,0.0,1496.6739360015458
0.6,0,wheat,36.73424900833831,36.73424900833831,626.63424900833832,1.7903835685952523,350.0,239.9,0.34242343572555595,0.093182348373833379,0.10256410256410253,0.0,137.3377669822485
0.95,1,wheat,30.459627215086083,67.193876223424397,622.0627654895643,1.7773221871130409,350.0,240.0,0.40086755220685144,0.093594962130339632,0.10870561430927361,0.0,509.60788212823763
0.8,2,sprayed pasture,-207.57499999999999,-140.38112377657558,0.0,2.2880625860492709,230.0,0.0,0.36220621308857942,0.0,0.2373124713169097,57.20156465123177,277.17168300856747
0.2,3,wheat,-39.666668759508525,-180.0477925360841,429.33162064999772,1.2266617732857077,350.0,125.59687069753646,0.1,0.046611647727211949,0.11836547524939289,0.0,537.1895387243159
0.15,4,wheat,-181.86966141987384,-361.91745395595797,366.71176688960475,1.0477479053988707,350.0,240.0,0.22079103286410418,0.058677647748379073,0.13578208499932687,0.0,951.1300272683565
0.35,5,sprayed pasture,-177.96961562499996,-539.88706958095793,0.0,1.8602369389912028,230.0,0.0,0.33476687998061094,0.0,0.2669350483916241,46.505923474780069,412.2170623293181
0.85,6,wheat,109.57118881293025,-430.31588076802768,646.04596501972867,1.8458456143420821,350.0,146.98815305043985,0.1,0.03837402846248443,0.1274978436258647,0.0,1325.9320755989609
0.75,7,wheat,10.56582068155045,-419.75006008647722,605.12996762546106,1.7289427646441744,350.0,240.0,0.1830080701399158,0.036149327786247493,0.1846422921164117,0.0,3693.409730701018
0.9,8,sprayed pasture,-152.58669919648432,-572.33675928296157,0.0,1.7717834614037875,230.0,0.0,0.31645749436351184,0.0,0.40940551286540416,44.294586535094687,1825.8620778519266
0.1,9,wheat,-136.0802682246335,-708.41702750759509,285.49587941070939,0.81570251260202686,350.0,151.41082692981064,0.1,0.03353902067331458,0.212849729052922,0.0,2698.3504984016977
0.8,0,wheat,57.849228586981639,57.849228586981639,647.74922858698164,1.8507120816770906,350.0,239.9,0.25413373296608993,0.062626348241473673,0.10256410256410253,0.0,158.22323905325445
0.1,1,wheat,-270.3521629050291,-212.50293431804747,305.41877588944305,0.87262507396983735,350.0,240.0,0.42936311592150278,0.08540919852348558,0.11016182794579354,0.0,260.20640863835814
0.75,2,sprayed pasture,-207.57499999999999,-420.07793431804748,0.0,2.3415095247150139,230.0,0.0,0.36838625720708196,0.0,0.21949682509499524,58.53773811787535,139.94858560353572
0.05,3,wheat,-213.52614763882335,-633.6040819568708,223.87813491593511,0.63965181404552884,350.0,122.9245237642493,0.1,0.046132239375688527,0.10888791100742357,0.0,194.59462795544232
0.6,4,wheat,32.90697166187546,-600.69711029499535,630.40112848965305,1.8011460813990086,350.0,240.0,0.25471125075975548,0.077324170658712263,0.11268645147368717,0.0,528.9140376686491
0.7,5,sprayed pasture,-177.96961562499996,-778.66672591999532,0.0,2.2840268301249678,230.0,0.0,0.39808979071867107,0.0,0.23865772329167745,57.100670753124191,273.55541605828085
0.95,6,wheat,129.44732167977639,-649.21940424021886,651.89544765805044,1.8625584218801441,350.0,125.79865849375162,0.1,0.039987491697618692,0.11811829828334908,0.0,1004.917493944264
0.45,7,wheat,-17.945095091355675,-667.16449933157458,564.30311227578113,1.6122946065022317,350.0,240.0,0.24972696329062108,0.07538509932153982,0.16543882198451443,0.0,2329.463826055403
0.9,8,sprayed pasture,-152.58669919648432,-819.75119852805892,0.0,1.9613795743166746,230.0,0.0,0.36163182688604179,0.0,0.3462068085611085,49.034489357916868,1224.9613074551617
0.25,9,wheat,-26.468176224681773,-846.21937475274069,449.93466902062795,1.2855276257732227,350.0,141.93102128416626,0.1,0.025657557635277002,0.17869806655148834,0.0,2361.4476044854127
0.85,0,wheat,39.702595688880791,39.702595688880791,629.6025956888808,1.7988645591110879,350.0,239.9,0.40267820565648144,0.088886781748929694,0.10256410256410253,0.0,165.13964698224854
0.25,1,wheat,-116.3310350470678,-76.628439358187009,467.54627889782336,1.3358465111366382,350.0,240.0,0.42966043581553232,0.064995946774766847,0.11064301767151863,0.0,341.9944087051049
0.1,2,sprayed pasture,-207.57499999999999,-284.20343935818698,0.0,1.1325279479146488,230.0,0.0,0.52296399775874225,0.0,0.22543025800769811,28.31319869786622,127.09838890557316
0.3,3,wheat,-3.4930951979878775,-287.69653455617487,529.29942829549032,1.5122840808442579,350.0,183.37360260426755,0.1,0.024826135917867132,0.10798994384356853,0.0,277.38585822474386
0.6,4,wheat,28.697884417272739,-258.99865013890212,625.23347355194971,1.7863813530055708,350.0,240.0,0.26669276268228864,0.078977761981400219,0.11838011008259353,0.0,749.4612129156027
0.95,5,sprayed pasture,-177.96961562499996,-436.96826576390208,0.0,2.2389139968308567,230.0,0.0,0.35789477904587524,0.0,0.25369533438971437,55.972849920771417,450.61083273880064
0.2,6,wheat,-39.57915147100347,-476.54741723490554,424.21184593501044,1.2120338455286013,350.0,128.05430015845718,0.1,0.045317575219725501,0.13005976198685876,0.0,862.9451197696329
0.15,7,wheat,-161.95954395581199,-638.50696119071756,358.07834142361287,1.0230809754960368,350.0,240.0,0.21197283469016617,0.058090388110526178,0.15665433844868148,0.0,1495.1690917020444
0.05,8,sprayed pasture,-152.58669919648432,-791.09366038720191,0.0,0.71789637621490321,230.0,0.0,0.4165909196930847,0.0,0.30041569558422476,17.947409405372579,489.77741559328757
0.55,9,wheat,60.762031262260756,-730.33162912494117,650.51468245132037,1.858613378432344,350.0,204.10518118925484,0.1,0.02596200760103726,0.1326577920815275,0.0,1260.555258251953
0.9,0,wheat,39.671305758107763,39.671305758107763,629.57130575810777,1.7987751593088792,350.0,239.9,0.3215073758898373,0.088932062168230089,0.10256410256410253,0.0,173.8420674556213
0.3,1,wheat,-81.725413141873616,-42.054107383765853,503.97324932434356,1.4399235694981245,350.0,240.0,0.46586382907362578,0.068083205715973719,0.1112477253763533,0.0,378.1429293881247
0.45,2,sprayed pasture,-207.57499999999999,-249.62910738376584,0.0,2.1995187885182856,230.0,0.0,0.48655161338154451,0.0,0.2280240555258206,54.987969712957138,176.75706097346136
0.8,3,wheat,154.05214627311773,-95.576961110648114,659.70290153996154,1.8848654329713188,350.0,130.02406057408572,0.1,0.035780644734250557,0.11145009659048855,0.0,554.153187488696
0.1,4,wheat,-233.79449834152129,-329.3714594521694,302.96168894772592,0.86560482556493124,350.0,240.0,0.29508895799007873,0.064667676815083133,0.13689446976012265,0.0,887.2851265448923
0.85,5,sprayed pasture,-177.96961562499996,-507.34107507716936,0.0,2.2116159425780131,230.0,0.0,0.46084006476527062,0.0,0.262794685807329,55.290398564450328,486.1549198073968
0.75,6,wheat,126.17356468846849,-381.16751038870086,651.06245767723181,1.8601784505063765,350.0,129.41920287109934,0.1,0.025411075201743013,0.13241815312429406,0.0,1434.7032580957366
0.6,7,wheat,-11.105772252110659,-392.27328264081154,574.09683642241021,1.6402766754926006,350.0,240.0,0.2635263540391079,0.078449417838091326,0.1909502077541967,0.0,3580.921905984381
0.05,8,sprayed pasture,-152.58669919648432,-544.85998183729589,0.0,0.61092406600006322,230.0,0.0,0.44177261722740546,0.0,0.40465936042617534,15.27310165000158,1104.9429551632243
0.4,9,wheat,-2.9054339606273483,-547.7654157979232,554.8438217983196,1.585268062280913,350.0,209.45379669999684,0.1,0.032164862147269616,0.17151877199006382,0.0,2451.797697928896
0.5,0,wheat,61.725344231158459,61.725344231158459,651.62534423115846,1.86178669780331,350.0,239.9,0.30928112139761138,0.057017127086635262,0.10256410256410253,0.0,128.34319526627218
0.9,1,wheat,24.645117166353639,86.370461397512102,615.94222859616173,1.7598349388461765,350.0,240.0,0.39805904487141058,0.10314569661835285,0.10807700962504319,0.0,443.6454458443733
