nyears,seedbank0,weedgermination,weedcompindex,weedmaxseedset,Ncost,N0,disease0,maxdisease,diseasecarryover,mindisease,diseaseimpact,fixedcosts,nsols,discountrate,costperweedseed,season
6,200,0.8,0.02,30000,2,0.05,5,100,0,0,0.12,150,5,0.05,0.1,1
