nyears,seedbank0,weedgermination,weedcompindex,weedmaxseedset,Ncost,N0,DI0,DImin,IEprevinc,IErandom,DEinc,DErandom,fixedcosts,nsols,discountrate,costperweedseed,season
6,50,0.8,0.02,30000,2,0.05,0.2,0.1,0.5,0.02,0.5,0.02,150,5,0.05,0.1,1
