nyears,seedbank0,weedgermination,weedcompindex,weedmaxseedset,Ncost,N0,DI0,DImin,IEprevinc,IErandom,DEinc,DErandom,fixedcosts,nsols,discountrate,costperweedseed,season
20,2,0.8,0.03,20000,1.1,70,0.001,0.001,0.5,0.00001,0.5,0.000001,75,5,0.05,0.1,1
